village_name,com_com,dis_name,pro_name
Mkak,Mkak,Serei Saophoan,Banteay Meanchey
Kbal Spean,Mkak,Serei Saophoan,Banteay Meanchey
Ta Ma,Mkak,Serei Saophoan,Banteay Meanchey
Kouk Lieb,Mkak,Serei Saophoan,Banteay Meanchey
Chhuk,Mkak,Serei Saophoan,Banteay Meanchey
Doun Lei,Mkak,Serei Saophoan,Banteay Meanchey
Baek Chan,Mkak,Serei Saophoan,Banteay Meanchey
Saesen,Ou Ambel,Serei Saophoan,Banteay Meanchey
Kourothan,Ou Ambel,Serei Saophoan,Banteay Meanchey
Roung Masin,Ou Ambel,Serei Saophoan,Banteay Meanchey
Prohut,Ou Ambel,Serei Saophoan,Banteay Meanchey
Ou Ambel,Ou Ambel,Serei Saophoan,Banteay Meanchey
Kantuot,Phniet,Serei Saophoan,Banteay Meanchey
Kampring,Phniet,Serei Saophoan,Banteay Meanchey
Phniet,Phniet,Serei Saophoan,Banteay Meanchey
Neak Ta,Phniet,Serei Saophoan,Banteay Meanchey
Phum Thmei,Phniet,Serei Saophoan,Banteay Meanchey
Bangruh,Phniet,Serei Saophoan,Banteay Meanchey
Sala Krau,Phniet,Serei Saophoan,Banteay Meanchey
Chak,Preah Ponlea,Serei Saophoan,Banteay Meanchey
Phum Muoy,Preah Ponlea,Serei Saophoan,Banteay Meanchey
Phum Bei,Preah Ponlea,Serei Saophoan,Banteay Meanchey
Phum Buon,Preah Ponlea,Serei Saophoan,Banteay Meanchey
Prey Ruessei,Preah Ponlea,Serei Saophoan,Banteay Meanchey
Preah Ponlea,Preah Ponlea,Serei Saophoan,Banteay Meanchey
Kbal Spean,Preah Ponlea,Serei Saophoan,Banteay Meanchey
Keab,Tuek Thla,Serei Saophoan,Banteay Meanchey
Tumnob Chrey,Tuek Thla,Serei Saophoan,Banteay Meanchey
Tuek Thla,Tuek Thla,Serei Saophoan,Banteay Meanchey
Phnum Bak,Tuek Thla,Serei Saophoan,Banteay Meanchey
Dei Lou,Tuek Thla,Serei Saophoan,Banteay Meanchey
Banoy,Tuek Thla,Serei Saophoan,Banteay Meanchey
Kouk Samraong,Banteay Chhmar,Thma Puok,Banteay Meanchey
Kbal Tonsaong,Banteay Chhmar,Thma Puok,Banteay Meanchey
Banteay Chhmar Cheung,Banteay Chhmar,Thma Puok,Banteay Meanchey
Kbal Krabei,Banteay Chhmar,Thma Puok,Banteay Meanchey
Banteay Chhmar Tboung,Banteay Chhmar,Thma Puok,Banteay Meanchey
Banteay Chhmar Lech,Banteay Chhmar,Thma Puok,Banteay Meanchey
Thma Daekkeh,Banteay Chhmar,Thma Puok,Banteay Meanchey
Thlok,Banteay Chhmar,Thma Puok,Banteay Meanchey
Kouk Samraong Kaet,Banteay Chhmar,Thma Puok,Banteay Meanchey
Srah Chrey,Banteay Chhmar,Thma Puok,Banteay Meanchey
Dang Reaek,Banteay Chhmar,Thma Puok,Banteay Meanchey
Prasat Tbaeng,Banteay Chhmar,Thma Puok,Banteay Meanchey
Prey Sangha,Banteay Chhmar,Thma Puok,Banteay Meanchey
Trapeang Thlok,Banteay Chhmar,Thma Puok,Banteay Meanchey
Kouk Prech,Kouk Romiet,Thma Puok,Banteay Meanchey
Srae L'a,Kouk Romiet,Thma Puok,Banteay Meanchey
Kouk Romiet,Kouk Romiet,Thma Puok,Banteay Meanchey
Sdau,Kouk Romiet,Thma Puok,Banteay Meanchey
Thmei,Kouk Romiet,Thma Puok,Banteay Meanchey
Ta Lei,Kouk Romiet,Thma Puok,Banteay Meanchey
Sereika,Kouk Romiet,Thma Puok,Banteay Meanchey
Ta Song,Kouk Romiet,Thma Puok,Banteay Meanchey
Trapeang Samraong,Kouk Romiet,Thma Puok,Banteay Meanchey
Phlov Bambaek,Kouk Romiet,Thma Puok,Banteay Meanchey
Thma Chhatr,Kouk Romiet,Thma Puok,Banteay Meanchey
Voa Preng,Kouk Romiet,Thma Puok,Banteay Meanchey
Pram Minea,Kouk Romiet,Thma Puok,Banteay Meanchey
Sameakki,Kouk Romiet,Thma Puok,Banteay Meanchey
Banteay Mean Rit,Kouk Romiet,Thma Puok,Banteay Meanchey
Spean,Kouk Romiet,Thma Puok,Banteay Meanchey
Kandaol,Kouk Romiet,Thma Puok,Banteay Meanchey
Kdeb Thma,Kouk Romiet,Thma Puok,Banteay Meanchey
Boeng Ta Srei,Kouk Romiet,Thma Puok,Banteay Meanchey
Boeng Sokram,Kouk Romiet,Thma Puok,Banteay Meanchey
Ta Mang,Kouk Romiet,Thma Puok,Banteay Meanchey
Kab Chaor,Phum Thmei,Thma Puok,Banteay Meanchey
Kouk Svay,Phum Thmei,Thma Puok,Banteay Meanchey
Rolum Chrey,Phum Thmei,Thma Puok,Banteay Meanchey
Thmei Khang Lech,Phum Thmei,Thma Puok,Banteay Meanchey
Thmei Kandal,Phum Thmei,Thma Puok,Banteay Meanchey
Thmei Khang Tboung,Phum Thmei,Thma Puok,Banteay Meanchey
Totea,Phum Thmei,Thma Puok,Banteay Meanchey
Thma Puok,Thma Puok,Thma Puok,Banteay Meanchey
Neak Ta,Thma Puok,Thma Puok,Banteay Meanchey
Voat Chas,Thma Puok,Thma Puok,Banteay Meanchey
Kasen,Thma Puok,Thma Puok,Banteay Meanchey
Svay,Thma Puok,Thma Puok,Banteay Meanchey
Thnal Dach,Thma Puok,Thma Puok,Banteay Meanchey
Anlong Trach,Thma Puok,Thma Puok,Banteay Meanchey
Deu,Kouk Kakthen,Thma Puok,Banteay Meanchey
Sdau,Kouk Kakthen,Thma Puok,Banteay Meanchey
Treas,Kouk Kakthen,Thma Puok,Banteay Meanchey
Kouk Kakthen,Kouk Kakthen,Thma Puok,Banteay Meanchey
Ta Siev,Kouk Kakthen,Thma Puok,Banteay Meanchey
Chonloas Dai,Kouk Kakthen,Thma Puok,Banteay Meanchey
Ta Trai,Kouk Kakthen,Thma Puok,Banteay Meanchey
Preah Chhor,Kouk Kakthen,Thma Puok,Banteay Meanchey
Kouk Kpos,Kouk Kakthen,Thma Puok,Banteay Meanchey
Andoung Khlong,Kumru,Thma Puok,Banteay Meanchey
Kumru,Kumru,Thma Puok,Banteay Meanchey
Ta Yueng,Kumru,Thma Puok,Banteay Meanchey
Aekakpheap,Kumru,Thma Puok,Banteay Meanchey
Phsar Thmei,Kumru,Thma Puok,Banteay Meanchey
Svay Chrum,Kumru,Thma Puok,Banteay Meanchey
Prey Veaeng,Kumru,Thma Puok,Banteay Meanchey
Phkoam,Phkoam,Svay Chek,Banteay Meanchey
Yeang Vien,Phkoam,Svay Chek,Banteay Meanchey
Yeang,Phkoam,Svay Chek,Banteay Meanchey
Ampil,Phkoam,Svay Chek,Banteay Meanchey
Ou,Phkoam,Svay Chek,Banteay Meanchey
Prasat Vien,Phkoam,Svay Chek,Banteay Meanchey
Ta Duol,Phkoam,Svay Chek,Banteay Meanchey
Svay Sa,Phkoam,Svay Chek,Banteay Meanchey
Mau,Phkoam,Svay Chek,Banteay Meanchey
Thma Koul,Phkoam,Svay Chek,Banteay Meanchey
Ta Koal,Phkoam,Svay Chek,Banteay Meanchey
Pheas Tboung,Sarongk,Svay Chek,Banteay Meanchey
Pheas Cheung,Sarongk,Svay Chek,Banteay Meanchey
Chrung,Sarongk,Svay Chek,Banteay Meanchey
Phlas Kang,Sarongk,Svay Chek,Banteay Meanchey
Kouk Phlu,Sarongk,Svay Chek,Banteay Meanchey
Kantrong,Sarongk,Svay Chek,Banteay Meanchey
Sla Kram,Sla Kram,Svay Chek,Banteay Meanchey
Kakaoh,Sla Kram,Svay Chek,Banteay Meanchey
Kamnab,Sla Kram,Svay Chek,Banteay Meanchey
Toap Siem,Sla Kram,Svay Chek,Banteay Meanchey
Khlaeng Poar Cheung,Sla Kram,Svay Chek,Banteay Meanchey
Prasat,Sla Kram,Svay Chek,Banteay Meanchey
Kouk Ampil,Sla Kram,Svay Chek,Banteay Meanchey
Khlaeng Poar Tboung,Sla Kram,Svay Chek,Banteay Meanchey
Boeng Snao,Sla Kram,Svay Chek,Banteay Meanchey
Chak Puork,Sla Kram,Svay Chek,Banteay Meanchey
Kouk Khvav,Svay Chek,Svay Chek,Banteay Meanchey
Ponsay Cheung,Svay Chek,Svay Chek,Banteay Meanchey
Kloeng,Svay Chek,Svay Chek,Banteay Meanchey
Baek Chan Chas,Svay Chek,Svay Chek,Banteay Meanchey
Ponsay Tboung,Svay Chek,Svay Chek,Banteay Meanchey
Roka Thmei,Svay Chek,Svay Chek,Banteay Meanchey
Ta Ong Lech,Svay Chek,Svay Chek,Banteay Meanchey
Slaeng,Svay Chek,Svay Chek,Banteay Meanchey
Thmei,Svay Chek,Svay Chek,Banteay Meanchey
Khvav Lech,Svay Chek,Svay Chek,Banteay Meanchey
Samraong,Svay Chek,Svay Chek,Banteay Meanchey
Chamkar Ko,Svay Chek,Svay Chek,Banteay Meanchey
Kouk Ta Aek,Ta Baen,Svay Chek,Banteay Meanchey
Ou Veaeng Cheung,Ta Baen,Svay Chek,Banteay Meanchey
Ta Baen,Ta Baen,Svay Chek,Banteay Meanchey
Kouk Roka,Ta Baen,Svay Chek,Banteay Meanchey
Ou Veaeng Tboung,Ta Baen,Svay Chek,Banteay Meanchey
Ta Phou,Ta Phou,Svay Chek,Banteay Meanchey
Pongro,Ta Phou,Svay Chek,Banteay Meanchey
Ta Srei,Ta Phou,Svay Chek,Banteay Meanchey
Prech Kei,Ta Phou,Svay Chek,Banteay Meanchey
Kouk Kei,Ta Phou,Svay Chek,Banteay Meanchey
Khmoas,Ta Phou,Svay Chek,Banteay Meanchey
Thmei,Ta Phou,Svay Chek,Banteay Meanchey
Baray,Ta Phou,Svay Chek,Banteay Meanchey
Phchoek,Ta Phou,Svay Chek,Banteay Meanchey
Prech Tboung,Ta Phou,Svay Chek,Banteay Meanchey
Bantoat Baoh,Ta Phou,Svay Chek,Banteay Meanchey
Ponley Thmei,Treas,Svay Chek,Banteay Meanchey
Chaeng,Treas,Svay Chek,Banteay Meanchey
Doun Nouy,Treas,Svay Chek,Banteay Meanchey
Prei,Treas,Svay Chek,Banteay Meanchey
Ponley Chas,Treas,Svay Chek,Banteay Meanchey
Treas,Treas,Svay Chek,Banteay Meanchey
Ampil Prong,Treas,Svay Chek,Banteay Meanchey
Ou Kakaoh,Treas,Svay Chek,Banteay Meanchey
Ta Voek,Treas,Svay Chek,Banteay Meanchey
Baek Chan Thmei,Roluos,Svay Chek,Banteay Meanchey
Khvav Kaeut,Roluos,Svay Chek,Banteay Meanchey
Stueng,Roluos,Svay Chek,Banteay Meanchey
Ta Ong Kaeut,Roluos,Svay Chek,Banteay Meanchey
Slaeng,Roluos,Svay Chek,Banteay Meanchey
Roluos,Roluos,Svay Chek,Banteay Meanchey
Ta Sman,Roluos,Svay Chek,Banteay Meanchey
Sangkae,Boeng Beng,Malai,Banteay Meanchey
Pnum Roung,Boeng Beng,Malai,Banteay Meanchey
Chrey,Boeng Beng,Malai,Banteay Meanchey
Lvea,Boeng Beng,Malai,Banteay Meanchey
Chambak,Boeng Beng,Malai,Banteay Meanchey
Thmar Baing,Boeng Beng,Malai,Banteay Meanchey
Ou Kach,Boeng Beng,Malai,Banteay Meanchey
Doung,Malai,Malai,Banteay Meanchey
Veal Hat,Malai,Malai,Banteay Meanchey
Kandal,Malai,Malai,Banteay Meanchey
Kbal Spean,Malai,Malai,Banteay Meanchey
Trasek Chrum,Malai,Malai,Banteay Meanchey
Dambouk Vil,Malai,Malai,Banteay Meanchey
Voat Chas,Malai,Malai,Banteay Meanchey
Thmei,Malai,Malai,Banteay Meanchey
Ou Sampoar,Ou Sampoar,Malai,Banteay Meanchey
Ou S'am,Ou Sampoar,Malai,Banteay Meanchey
Kbal Tumnob,Ou Sampoar,Malai,Banteay Meanchey
Banteay Ti Pir,Ou Sampoar,Malai,Banteay Meanchey
Ou Sralau,Ou Sralau,Malai,Banteay Meanchey
Phnum Kaubei,Ou Sralau,Malai,Banteay Meanchey
Kandaol,Ou Sralau,Malai,Banteay Meanchey
Chheu Teal,Ou Sralau,Malai,Banteay Meanchey
Bueng Reang,Ou Sralau,Malai,Banteay Meanchey
Svay Prey,Ou Sralau,Malai,Banteay Meanchey
Chan Kiri,Ou Sralau,Malai,Banteay Meanchey
Thmei,Ou Sralau,Malai,Banteay Meanchey
Tuol Pongro,Tuol Pongro,Malai,Banteay Meanchey
Kaoh Snuol,Tuol Pongro,Malai,Banteay Meanchey
Khla Ngoab,Tuol Pongro,Malai,Banteay Meanchey
Banteay Ti Muoy,Tuol Pongro,Malai,Banteay Meanchey
Santepheap,Tuol Pongro,Malai,Banteay Meanchey
Ou Ampil,Tuol Pongro,Malai,Banteay Meanchey
Reaksmei Meanchey,Tuol Pongro,Malai,Banteay Meanchey
Akphivat,Tuol Pongro,Malai,Banteay Meanchey
Toul Prasat,Tuol Pongro,Malai,Banteay Meanchey
Sralau Chrum,Tuol Pongro,Malai,Banteay Meanchey
Boeng Chhouk,Tuol Pongro,Malai,Banteay Meanchey
Ou Kes,Tuol Pongro,Malai,Banteay Meanchey
Chaeng Maeng,Ta Kong,Malai,Banteay Meanchey
Ballangk,Ta Kong,Malai,Banteay Meanchey
Paoy Angkor,Ta Kong,Malai,Banteay Meanchey
Srah Phluoh,Ta Kong,Malai,Banteay Meanchey
Kcheay,Ta Kong,Malai,Banteay Meanchey
Ta Kong,Ta Kong,Malai,Banteay Meanchey
Nimitt Muoy,Nimitt,Paoy Paet,Banteay Meanchey
Nimitt Pir,Nimitt,Paoy Paet,Banteay Meanchey
Nimitt Bei,Nimitt,Paoy Paet,Banteay Meanchey
Nimitt Buon,Nimitt,Paoy Paet,Banteay Meanchey
Ou Chrov,Nimitt,Paoy Paet,Banteay Meanchey
Dong Aranh,Nimitt,Paoy Paet,Banteay Meanchey
Souriya,Nimitt,Paoy Paet,Banteay Meanchey
Nimitt Thmei,Nimitt,Paoy Paet,Banteay Meanchey
Thma Sen,Nimitt,Paoy Paet,Banteay Meanchey
Anlong Svay,Nimitt,Paoy Paet,Banteay Meanchey
Koun Damrei,Nimitt,Paoy Paet,Banteay Meanchey
Koub Thum,Nimitt,Paoy Paet,Banteay Meanchey
Reaksmei Sameakki,Nimitt,Paoy Paet,Banteay Meanchey
Reaksmei Serei Pheap,Nimitt,Paoy Paet,Banteay Meanchey
Sokhsan,Nimitt,Paoy Paet,Banteay Meanchey
Baliley 1,Paoy Paet,Paoy Paet,Banteay Meanchey
Tuol Prasat,Paoy Paet,Paoy Paet,Banteay Meanchey
Baliley 2,Paoy Paet,Paoy Paet,Banteay Meanchey
Mittapheap,Paoy Paet,Paoy Paet,Banteay Meanchey
Chan Kiri,Paoy Paet,Paoy Paet,Banteay Meanchey
Tumnob Kor 5,Paoy Paet,Paoy Paet,Banteay Meanchey
Phsar Kandal,Phsar Kandal,Paoy Paet,Banteay Meanchey
Kilou Lekh Buon,Phsar Kandal,Paoy Paet,Banteay Meanchey
Prachear Thoam Lech,Phsar Kandal,Paoy Paet,Banteay Meanchey
Andoung Thma Meas,Phsar Kandal,Paoy Paet,Banteay Meanchey
Stueng Bat,Phsar Kandal,Paoy Paet,Banteay Meanchey
Ou Chrov,Ou Chrov,Paoy Paet,Banteay Meanchey
Kbal Koh,Ou Chrov,Paoy Paet,Banteay Meanchey
Kbal Spean​ 1,Ou Chrov,Paoy Paet,Banteay Meanchey
Kbal Spean 2,Ou Chrov,Paoy Paet,Banteay Meanchey
Samaki Mean Chey,Ou Chrov,Paoy Paet,Banteay Meanchey
Prey Prech,Ou Chrov,Paoy Paet,Banteay Meanchey
Poay Pet,Ou Chrov,Paoy Paet,Banteay Meanchey
Ou Ruessei,Ou Reusey,Paoy Paet,Banteay Meanchey
Prachea Thorm Kaeut,Ou Reusey,Paoy Paet,Banteay Meanchey
Tuol Pongro,Ou Reusey,Paoy Paet,Banteay Meanchey
Ou Neang,Ou Reusey,Paoy Paet,Banteay Meanchey
Prey Kub,Ou Reusey,Paoy Paet,Banteay Meanchey
Thmei,Kantueu Muoy,Banan,Battambang
Tuol Thnong,Kantueu Muoy,Banan,Battambang
Svay Prey,Kantueu Muoy,Banan,Battambang
Svay Bei Daeum,Kantueu Muoy,Banan,Battambang
Kampong Ampil,Kantueu Muoy,Banan,Battambang
Sasar Pok,Kantueu Muoy,Banan,Battambang
Voat Kantueu,Kantueu Muoy,Banan,Battambang
Post Kantueu,Kantueu Pir,Banan,Battambang
Chamkar Ou,Kantueu Pir,Banan,Battambang
Banan,Kantueu Pir,Banan,Battambang
Kampang Lech,Kantueu Pir,Banan,Battambang
Kampang Kaeut,Kantueu Pir,Banan,Battambang
Chhay Rumpoat,Kantueu Pir,Banan,Battambang
Phnum Kol,Kantueu Pir,Banan,Battambang
Tuol Chranieng,Bay Damram,Banan,Battambang
Kampong Chaeng,Bay Damram,Banan,Battambang
Kanhchroung,Bay Damram,Banan,Battambang
Krala Peas,Bay Damram,Banan,Battambang
Bay Damram,Bay Damram,Banan,Battambang
Ta Song,Bay Damram,Banan,Battambang
Sdau,Bay Damram,Banan,Battambang
Prey Totueng,Bay Damram,Banan,Battambang
Kampong Chhlang,Chheu Teal,Banan,Battambang
Chheu Teal,Chheu Teal,Banan,Battambang
Kampong Srama,Chheu Teal,Banan,Battambang
Khnar,Chheu Teal,Banan,Battambang
Enteak Chit,Chheu Teal,Banan,Battambang
Bat Sala,Chheu Teal,Banan,Battambang
Bay Damram,Chheu Teal,Banan,Battambang
Svay Prakeab,Chheu Teal,Banan,Battambang
Chhak Pou,Chheu Teal,Banan,Battambang
Anlong Ta Mei,Chheu Teal,Banan,Battambang
Chamkar Svay,Chheu Teal,Banan,Battambang
Thkov,Chheu Teal,Banan,Battambang
Baboh,Chheu Teal,Banan,Battambang
Doung,Chheu Teal,Banan,Battambang
Anlok Kaong,Chheu Teal,Banan,Battambang
Rung,Chaeng Mean Chey,Banan,Battambang
Chaeng,Chaeng Mean Chey,Banan,Battambang
Kampong Kol,Chaeng Mean Chey,Banan,Battambang
Thngoar,Chaeng Mean Chey,Banan,Battambang
Boh Khnor,Chaeng Mean Chey,Banan,Battambang
Changhour Svay,Chaeng Mean Chey,Banan,Battambang
Doung,Chaeng Mean Chey,Banan,Battambang
Chaeng Kdar,Phnum Sampov,Banan,Battambang
Kampouv,Phnum Sampov,Banan,Battambang
Kouk Ampil,Phnum Sampov,Banan,Battambang
Phnum Sampov Lech,Phnum Sampov,Banan,Battambang
Phnum Sampov Kaeut,Phnum Sampov,Banan,Battambang
Samnanh,Phnum Sampov,Banan,Battambang
Kdaong,Phnum Sampov,Banan,Battambang
Krapeu Cheung,Phnum Sampov,Banan,Battambang
Krapeu Tboung,Phnum Sampov,Banan,Battambang
Krapeu Kaeut,Phnum Sampov,Banan,Battambang
Samraong,Snoeng,Banan,Battambang
Kor,Snoeng,Banan,Battambang
Snoeng Lech,Snoeng,Banan,Battambang
Snoeng Kaeut,Snoeng,Banan,Battambang
Boeng Chaeng,Snoeng,Banan,Battambang
Boeng Prei,Snoeng,Banan,Battambang
Peak Sbaek,Snoeng,Banan,Battambang
Preah Srae,Snoeng,Banan,Battambang
Rumchey,Snoeng,Banan,Battambang
Sambuor Meas,Snoeng,Banan,Battambang
Boeng Krasal,Snoeng,Banan,Battambang
Paoy Svay,Ta Kream,Banan,Battambang
Ta Kream,Ta Kream,Banan,Battambang
Thmei,Ta Kream,Banan,Battambang
Ou Pong Moan,Ta Kream,Banan,Battambang
Ta Ngaen,Ta Kream,Banan,Battambang
Prey Phdau,Ta Kream,Banan,Battambang
Ou Ta Nhea,Ta Kream,Banan,Battambang
Dangkot Thnong,Ta Kream,Banan,Battambang
Andoung Neang,Ta Kream,Banan,Battambang
Anlong Svay,Ta Kream,Banan,Battambang
Slab Pang,Ta Kream,Banan,Battambang
Thma Koul Tboung,Ta Pung,Thma Koul,Battambang
Paoy Yong,Ta Pung,Thma Koul,Battambang
Kaksekam,Ta Pung,Thma Koul,Battambang
Paoy Samraong,Ta Pung,Thma Koul,Battambang
Kouk Kduoch,Ta Pung,Thma Koul,Battambang
Ang Tboung,Ta Pung,Thma Koul,Battambang
Tumpung Tboung,Ta Pung,Thma Koul,Battambang
Thma Koul Cheung,Ta Meun,Thma Koul,Battambang
Kouk Trab,Ta Meun,Thma Koul,Battambang
Tumneab,Ta Meun,Thma Koul,Battambang
Ta Sei,Ta Meun,Thma Koul,Battambang
Chrouy Mtes,Ta Meun,Thma Koul,Battambang
Krasang,Ta Meun,Thma Koul,Battambang
Samraong,Ta Meun,Thma Koul,Battambang
Thmei,Ta Meun,Thma Koul,Battambang
Ang Cheung,Ta Meun,Thma Koul,Battambang
Tumpung Cheung,Ta Meun,Thma Koul,Battambang
Ou Ta Ki,Ou Ta Ki,Thma Koul,Battambang
Popeal Khae,Ou Ta Ki,Thma Koul,Battambang
Veal Trea,Ou Ta Ki,Thma Koul,Battambang
Tras,Ou Ta Ki,Thma Koul,Battambang
Prey Totueng,Ou Ta Ki,Thma Koul,Battambang
Prey Dach,Ou Ta Ki,Thma Koul,Battambang
Trang,Ou Ta Ki,Thma Koul,Battambang
Kakaoh,Ou Ta Ki,Thma Koul,Battambang
Chrey Thmei,Chrey,Thma Koul,Battambang
Chrey,Chrey,Thma Koul,Battambang
Ka Kou,Chrey,Thma Koul,Battambang
Svay Chrum,Chrey,Thma Koul,Battambang
Kbal Khmaoch,Chrey,Thma Koul,Battambang
Prey Totueng,Chrey,Thma Koul,Battambang
Hai San,Chrey,Thma Koul,Battambang
Popeal Khae,Chrey,Thma Koul,Battambang
Anlong Run,Chrey,Thma Koul,Battambang
Kruos,Chrey,Thma Koul,Battambang
Char,Anlong Run,Thma Koul,Battambang
Sla Slak,Anlong Run,Thma Koul,Battambang
Chab Kab,Anlong Run,Thma Koul,Battambang
Souphi,Anlong Run,Thma Koul,Battambang
Kruos,Anlong Run,Thma Koul,Battambang
Chrouy Sdau,Chrouy Sdau,Thma Koul,Battambang
Nikom Krau,Chrouy Sdau,Thma Koul,Battambang
Nikom Knong,Chrouy Sdau,Thma Koul,Battambang
Nikom Kandal,Chrouy Sdau,Thma Koul,Battambang
Boeng Pring,Boeng Pring,Thma Koul,Battambang
Ou Nhor,Boeng Pring,Thma Koul,Battambang
Snuol Kaong,Boeng Pring,Thma Koul,Battambang
Paoy Ta Sek,Boeng Pring,Thma Koul,Battambang
Kien Kaes Muoy,Kouk Khmum,Thma Koul,Battambang
Kien Kaes Pir,Kouk Khmum,Thma Koul,Battambang
Ta Meakh,Kouk Khmum,Thma Koul,Battambang
Chranieng,Kouk Khmum,Thma Koul,Battambang
Kouk Khmum,Kouk Khmum,Thma Koul,Battambang
Kandal Tboung,Kouk Khmum,Thma Koul,Battambang
Kandal Cheung,Kouk Khmum,Thma Koul,Battambang
Chhkae Koun,Kouk Khmum,Thma Koul,Battambang
Bansay Traeng,Bansay Traeng,Thma Koul,Battambang
Ta Kay,Bansay Traeng,Thma Koul,Battambang
Thmei,Bansay Traeng,Thma Koul,Battambang
Prey Leav,Bansay Traeng,Thma Koul,Battambang
Kaong Kang,Bansay Traeng,Thma Koul,Battambang
Thmea,Bansay Traeng,Thma Koul,Battambang
Spean,Bansay Traeng,Thma Koul,Battambang
Tuol Ta Sokh,Bansay Traeng,Thma Koul,Battambang
Ballangk Kraom,Rung Chrey,Thma Koul,Battambang
Prakeab,Rung Chrey,Thma Koul,Battambang
Kouk Khpos,Rung Chrey,Thma Koul,Battambang
Paoy Rumchey,Rung Chrey,Thma Koul,Battambang
Preah Ponlea,Rung Chrey,Thma Koul,Battambang
Rung Chrey,Rung Chrey,Thma Koul,Battambang
Tuol,Rung Chrey,Thma Koul,Battambang
O Ta Kam I,Tuol Ta Ek,Battambang,Battambang
O Ta Kam II,Tuol Ta Ek,Battambang,Battambang
O Ta Kam III,Tuol Ta Ek,Battambang,Battambang
Tuol Ta Ek,Tuol Ta Ek,Battambang,Battambang
Dangkor Teab,Tuol Ta Ek,Battambang,Battambang
Prek Preah Sdach,Prek Preah Sdach,Battambang,Battambang
Prek Ta Tan,Prek Preah Sdach,Battambang,Battambang
13 Meakkakra,Prek Preah Sdach,Battambang,Battambang
O Khcheay,Prek Preah Sdach,Battambang,Battambang
Lor Ith,Prek Preah Sdach,Battambang,Battambang
Nom Kriab,Prek Preah Sdach,Battambang,Battambang
Bek Chan Thmey,Prek Preah Sdach,Battambang,Battambang
Cham kaRuessey,Prek Preah Sdach,Battambang,Battambang
Rumchek 1,Rottanak,Battambang,Battambang
Rumchek 2,Rottanak,Battambang,Battambang
Rumchek 3,Rottanak,Battambang,Battambang
Rumchek 4,Rottanak,Battambang,Battambang
Rumchek 5,Rottanak,Battambang,Battambang
Souphy 1,Rottanak,Battambang,Battambang
Souphy 2,Rottanak,Battambang,Battambang
Rottanak,Rottanak,Battambang,Battambang
Chomkar Somraong 1,Chomkar Somraong,Battambang,Battambang
Chomkar Somraong 2,Chomkar Somraong,Battambang,Battambang
Vat Leeb,Chomkar Somraong,Battambang,Battambang
Vat Romdol,Chomkar Somraong,Battambang,Battambang
Phkar Sla,Chomkar Somraong,Battambang,Battambang
Sla Ket,Sla Ket,Battambang,Battambang
Dam Spey,Sla Ket,Battambang,Battambang
Chrey Kaong,Sla Ket,Battambang,Battambang
Chong Preak,Kdol Doun Teav,Battambang,Battambang
Kdol,Kdol Doun Teav,Battambang,Battambang
Ou Ta Nob,Kdol Doun Teav,Battambang,Battambang
Ta Pruoch,Kdol Doun Teav,Battambang,Battambang
Ta Koy,Kdol Doun Teav,Battambang,Battambang
Kantuot,Kdol Doun Teav,Battambang,Battambang
Thkov,Kdol Doun Teav,Battambang,Battambang
O Mal,OMal,Battambang,Battambang
Dak Sasar,OMal,Battambang,Battambang
Sala Balat,OMal,Battambang,Battambang
Prey Dach,OMal,Battambang,Battambang
Kouk Ponley,OMal,Battambang,Battambang
Wath Roka,OMal,Battambang,Battambang
Koun Sek,OMal,Battambang,Battambang
Andoung Pring,OMal,Battambang,Battambang
Boeng Reing,OMal,Battambang,Battambang
Prey Roka,OMal,Battambang,Battambang
Wat Kor,wat Kor,Battambang,Battambang
Chrap Krasaing,wat Kor,Battambang,Battambang
Balaingk,wat Kor,Battambang,Battambang
Khsach Poy,wat Kor,Battambang,Battambang
Damnak Luong,wat Kor,Battambang,Battambang
Kampong Seima,wat Kor,Battambang,Battambang
Ou Char,Ou Char,Battambang,Battambang
Prey Koun Sek,Ou Char,Battambang,Battambang
Kab Kou Thmei,Ou Char,Battambang,Battambang
Andoung Chenh,Ou Char,Battambang,Battambang
Anhchanh,Ou Char,Battambang,Battambang
Ang,Ou Char,Battambang,Battambang
Prek MohaTep,Svay Por,Battambang,Battambang
Kampong Krabei,Svay Por,Battambang,Battambang
Maphey  Osakphea,Svay Por,Battambang,Battambang
Kammeakor,Svay Por,Battambang,Battambang
Bavel Muoy,Bavel,Bavel,Battambang
Dach Proat,Bavel,Bavel,Battambang
Sangkae Vear,Bavel,Bavel,Battambang
Peam,Bavel,Bavel,Battambang
Kampong Phnov,Bavel,Bavel,Battambang
Stueng Dach,Bavel,Bavel,Battambang
Spean Kandaol,Bavel,Bavel,Battambang
Sang Reang,Bavel,Bavel,Battambang
Svay Chrum,Bavel,Bavel,Battambang
Doun av,Bavel,Bavel,Battambang
Samraong Chey,Bavel,Bavel,Battambang
Prey Talounh,Bavel,Bavel,Battambang
Prey Sangha,Khnach Romeas,Bavel,Battambang
Kaoh Ream,Khnach Romeas,Bavel,Battambang
Rung Ampil,Khnach Romeas,Bavel,Battambang
Ballangk Leu,Khnach Romeas,Bavel,Battambang
Svay Sa,Khnach Romeas,Bavel,Battambang
Khnach Romeas,Khnach Romeas,Bavel,Battambang
Ballangk Mean Chey,Khnach Romeas,Bavel,Battambang
